City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
120,hilo,19.7297,-155.09,25.71,84,0,2.06,US,1706462037
121,kyzylorda,44.8528,65.5092,-5.99,86,75,9.0,KZ,1706462171
122,kapa'a,22.0752,-159.319,23.18,81,0,6.69,US,1706462272
123,tara,56.8944,74.371,-13.68,97,99,1.9,RU,1706462272
124,agnibilekrou,7.1344,-3.2047,36.22,13,6,0.92,CI,1706462272
125,palikir - national government center,6.9248,158.1611,26.41,69,75,2.57,FM,1706462272
126,vila franca do campo,37.7167,-25.4333,15.23,62,26,5.57,PT,1706462272
127,kosciusko,33.0576,-89.5876,5.79,74,100,3.94,US,1706462272
128,westerly,41.3776,-71.8273,3.84,95,100,7.2,US,1706462197
129,howrah,22.5892,88.3103,16.0,72,20,0.0,IN,1706462272
130,luderitz,-26.6481,15.1594,21.23,71,100,2.58,NA,1706462273
131,tomatlan,19.9333,-105.25,30.7,30,81,1.93,MX,1706462273
132,new norfolk,-42.7826,147.0587,17.72,97,34,1.72,AU,1706462273
133,buy,58.4786,41.53,-14.82,100,96,2.4,RU,1706462273
134,yemva,62.59,50.8594,-8.36,95,100,3.64,RU,1706462273
135,remire-montjoly,4.9167,-52.2667,27.02,89,75,1.54,GF,1706462273
136,haiku-pauwela,20.9219,-156.3051,23.91,77,75,9.77,US,1706462273
137,semporna,4.4818,118.6112,24.79,85,68,4.15,MY,1706462273
138,benguela,-12.5763,13.4055,28.02,73,14,3.23,AO,1706462274
139,sao joao da barra,-21.6403,-41.0511,29.05,87,100,1.22,BR,1706462274
140,diplo,24.4667,69.584,19.49,68,100,4.65,PK,1706462274
141,nova gradiska,45.255,17.3831,1.94,79,7,1.19,HR,1706462274
142,minas de marcona,-15.2119,-75.1103,24.55,56,6,5.42,PE,1706462274
143,villamontes,-21.25,-63.5,34.69,38,20,0.0,BO,1706462274
144,fort st. john,56.2499,-120.8529,4.94,70,20,5.14,CA,1706462229
145,san bernardo del viento,9.3533,-75.9524,30.7,62,61,2.85,CO,1706462274
146,west island,-12.1568,96.8225,25.99,73,40,3.6,CC,1706462274
147,huarmey,-10.0681,-78.1522,26.79,69,90,4.75,PE,1706462275
148,bochum,51.4833,7.2167,11.21,41,22,1.34,DE,1706462275
149,pauini,-7.7136,-66.9764,26.27,88,100,1.45,BR,1706462275
150,hamilton,39.1834,-84.5333,3.97,94,100,6.69,US,1706461602
151,rampur,28.8167,79.0333,12.39,46,100,1.74,IN,1706462275
152,kuta,-8.7233,115.1723,27.97,78,40,2.68,ID,1706462275
153,senanga,-16.1167,23.2667,26.21,50,13,2.24,ZM,1706462275
154,kimovsk,53.9716,38.5319,-6.3,97,96,2.4,RU,1706462275
155,acarau,-2.8856,-40.12,31.66,57,73,8.39,BR,1706462276
156,sanctuary point,-35.1114,150.629,20.74,92,83,2.12,AU,1706462276
157,alzamay,55.5562,98.6644,-25.33,97,56,2.07,RU,1706462276
158,jamestown,42.097,-79.2353,3.9,99,100,3.6,US,1706462237
159,port elizabeth,-33.918,25.5701,26.72,63,0,5.14,ZA,1706462276
160,smirnykh,49.75,142.8333,-12.79,96,97,1.64,RU,1706462276
161,ceeldheer,3.8488,47.1806,26.38,84,83,7.71,SO,1706462276
162,canutama,-6.5339,-64.3831,23.91,99,100,1.42,BR,1706462276
163,ruovesi,61.9858,24.0571,1.46,97,100,5.43,FI,1706462277
164,lihue,21.9789,-159.3672,22.77,78,0,6.69,US,1706462277
165,chapada dos guimaraes,-15.4606,-55.7497,30.81,24,53,2.34,BR,1706462277
166,puerto penasco,31.3167,-113.5333,18.84,45,100,6.17,MX,1706462277
167,paita,-5.0892,-81.1144,26.76,69,87,4.11,PE,1706462277
168,beau vallon,-20.4189,57.6953,28.13,89,40,1.54,MU,1706462277
169,hermanus,-34.4187,19.2345,21.0,79,89,3.43,ZA,1706462277
170,susuman,62.7833,148.1667,-40.01,99,87,0.45,RU,1706462277
171,laminusa,5.5549,120.9136,26.71,75,70,3.59,PH,1706462277
172,jinghong,21.991,100.7341,13.63,97,0,0.4,CN,1706462278
173,chaparral,3.7232,-75.4832,31.27,44,61,2.51,CO,1706462278
174,hithadhoo,-0.6,73.0833,27.85,75,9,5.77,MV,1706462278
175,kingston,17.997,-76.7936,29.53,66,20,8.23,JM,1706462278
176,lebu,-37.6167,-73.65,18.08,68,88,6.43,CL,1706462265
177,warrnambool,-38.3833,142.4833,15.1,91,0,2.35,AU,1706462278
178,arno,60.1167,18.6333,3.21,85,98,8.03,SE,1706462279
179,andujar,38.0392,-4.0508,19.83,45,100,0.67,ES,1706462279
180,flying fish cove,-10.4217,105.6791,26.82,94,75,2.06,CX,1706462279
181,yuzhno-kurilsk,44.0306,145.8556,0.21,93,99,5.3,RU,1706462279
182,kayangel,8.0823,134.7173,27.6,80,100,6.8,PW,1706462279
183,warmbad,-28.45,18.7333,33.56,16,81,10.46,NA,1706462279
184,chirilagua,13.2203,-88.1386,31.83,37,26,2.65,SV,1706462279
185,badger,64.8,-147.5333,-39.07,59,75,0.0,US,1706462279
186,richards bay,-28.783,32.0377,25.09,75,21,5.67,ZA,1706462280
187,xinxiang,35.3089,113.8672,1.9,40,2,0.54,CN,1706462280
188,caleta de carquin,-11.0925,-77.6267,26.4,69,82,4.1,PE,1706462280
189,ust'-uda,54.1742,103.0304,-32.13,100,82,1.47,RU,1706462280
190,cape coast,5.1053,-1.2466,28.83,59,4,4.66,GH,1706462280
191,brisas de zicatela,15.8369,-97.0419,29.29,65,0,3.09,MX,1706462280
192,natal,-5.795,-35.2094,32.36,55,40,8.23,BR,1706462015
193,les anglais,18.3054,-74.2197,27.85,64,10,2.0,HT,1706462280
194,buryn',51.1991,33.8352,-1.85,94,96,3.41,UA,1706462280
195,vadso,70.0744,29.7487,0.09,74,0,6.17,NO,1706462281
196,olonkinbyen,70.9221,-8.7187,-4.6,76,83,6.33,SJ,1706462281
197,meadow lakes,61.6247,-149.6011,-17.11,80,0,0.0,US,1706462281
198,edenbridge,51.1917,0.0673,10.48,74,0,6.17,GB,1706462281
199,afaahiti,-17.75,-149.2833,27.93,80,67,2.19,PF,1706462281
200,dzuunharaa,48.8523,106.4579,-21.83,99,93,0.78,MN,1706462281
201,portales,34.1862,-103.3344,12.41,43,0,5.16,US,1706462281
202,castellana,40.8864,17.1655,9.19,59,6,6.84,IT,1706462281
203,aquia harbour,38.4626,-77.3889,7.97,92,100,2.57,US,1706462282
204,portland,45.5234,-122.6762,15.81,96,100,2.24,US,1706462121
205,svatove,49.4103,38.1503,0.23,98,100,2.63,UA,1706462282
206,port mathurin,-19.6833,63.4167,28.05,83,18,6.64,MU,1706462282
207,thompson,55.7435,-97.8558,-5.91,93,100,5.66,CA,1706462282
208,selfoss,63.9331,-20.9971,-4.27,78,92,3.48,IS,1706462283
209,utrik,11.2278,169.8474,25.38,64,100,5.24,MH,1706462283
210,narvik,68.4384,17.4272,2.67,99,100,5.16,NO,1706462283
211,novodvinsk,64.4165,40.8122,-2.9,90,97,3.87,RU,1706462283
212,pontes e lacerda,-15.2261,-59.3353,35.72,35,93,1.59,BR,1706462283
213,n'zeto,-7.2312,12.8666,27.63,78,74,3.99,AO,1706462283
214,semey,50.4111,80.2275,-12.48,95,85,1.39,KZ,1706462283
215,majene,-3.5403,118.9707,25.67,87,92,2.14,ID,1706462284
216,cockburn town,21.4612,-71.1419,25.26,68,0,7.03,TC,1706462284
217,chipinge,-20.1883,32.6236,19.55,73,0,1.49,ZW,1706462284
218,linxia chengguanzhen,35.6003,103.2064,-5.14,54,0,1.38,CN,1706462284
219,san andres,12.5847,-81.7006,30.01,70,20,7.72,CO,1706462284
220,constantia,44.1833,28.65,2.61,72,99,9.01,RO,1706462226
221,nar'yan-mar,67.6713,53.087,-7.28,93,100,7.28,RU,1706462285
222,leh,34.1667,77.5833,-5.91,80,88,0.33,IN,1706462082
223,mata-utu,-13.2816,-176.1745,28.61,81,100,6.42,WF,1706462285
224,kalajoki,64.25,23.95,2.17,97,100,7.01,FI,1706462285
225,labuan,5.2767,115.2417,27.2,83,20,2.57,MY,1706462285
226,chingola,-12.529,27.8838,20.6,83,58,0.98,ZM,1706462285
227,egersund,58.4513,5.9997,7.27,86,84,7.55,NO,1706462286
228,eyl,7.9803,49.8164,25.5,87,95,5.54,SO,1706462286
229,olyokminsk,60.3736,120.4264,-35.98,100,93,0.29,RU,1706462286
230,fendou,46.65,124.8667,-18.79,94,10,3.8,CN,1706462286
231,rawson,-43.3002,-65.1023,29.15,44,95,5.05,AR,1706462146
232,udachny,66.4167,112.4,-30.94,87,26,1.99,RU,1706462287
233,sierra grande,-41.606,-65.3557,33.86,25,34,8.01,AR,1706462287
234,anadyr,64.75,177.4833,-31.72,75,0,3.0,RU,1706462287
235,el calafate,-50.3408,-72.2768,14.01,56,100,2.74,AR,1706462287
236,yerofey pavlovich,53.9667,121.9667,-33.16,95,25,1.63,RU,1706462287
237,kula,38.5473,28.6498,0.9,68,67,3.09,TR,1706462287
238,pizhou,34.3114,117.9503,0.82,55,87,2.61,CN,1706462288
239,quellon,-43.1167,-73.6167,16.13,56,90,5.41,CL,1706462288
240,ust-nera,64.5667,143.2,-39.94,98,100,2.67,RU,1706462288
241,neelankarai,12.9455,80.2575,26.03,78,40,4.12,IN,1706462288
242,kintampo,8.0563,-1.7306,34.99,11,23,1.8,GH,1706462288
243,port augusta,-32.5,137.7667,24.35,38,0,3.04,AU,1706462288
244,mont-tremblant,46.1949,-74.6264,0.88,100,100,0.51,CA,1706462219
245,novyy urgal,51.0736,132.5642,-16.01,98,100,0.48,RU,1706462289
246,nizhnyaya poyma,56.1622,97.1933,-19.61,89,85,4.47,RU,1706462289
247,bom jesus,-9.0744,-44.3586,23.75,91,100,0.86,BR,1706462289
248,tarko-sale,64.9225,77.785,-17.29,94,100,4.27,RU,1706462289
249,oruro,-17.9833,-67.15,15.57,44,96,5.55,BO,1706462289
250,tanumah,27.1,44.1333,14.59,37,62,3.73,SA,1706462289
251,mount isa,-20.7333,139.5,26.87,89,40,3.09,AU,1706462290
252,puerto armuelles,8.2833,-82.8667,34.99,67,54,0.45,PA,1706462290
253,arar,30.9753,41.0381,13.01,35,40,2.06,SA,1706462290
254,tual,-5.6667,132.75,28.66,76,100,7.45,ID,1706462290
255,hammerfest,70.6634,23.6821,2.25,75,40,5.14,NO,1706462290
256,igrim,63.1906,64.4162,-18.63,99,91,1.78,RU,1706462290
257,champerico,14.3,-91.9167,34.3,62,18,3.16,GT,1706462291
258,abalak,58.1286,68.5944,-14.26,97,91,1.78,RU,1706462291
259,soe,-9.8607,124.284,20.09,92,100,1.43,ID,1706462291
260,tabou,4.423,-7.3528,29.42,67,6,4.35,CI,1706462291
261,sitka,57.0531,-135.33,7.94,76,100,10.29,US,1706462292
262,saint-philippe,-21.3585,55.7679,25.77,92,96,6.6,RE,1706462292
263,tyazhinskiy,56.116,88.524,-23.31,98,86,1.97,RU,1706462292
264,ihsaniye,40.6909,29.8347,5.21,93,97,1.62,TR,1706462292
265,nova sintra,14.8667,-24.7167,21.69,68,7,8.66,CV,1706462292
266,hami,42.8,93.45,-8.05,63,65,2.33,CN,1706462292
267,half moon bay,37.4636,-122.4286,16.92,75,75,2.57,US,1706462293
268,ouadda,8.0777,22.4007,26.66,23,10,2.25,CF,1706462293
269,san-pedro,4.7485,-6.6363,29.65,64,3,3.8,CI,1706462293
270,college,64.8569,-147.8028,-39.03,50,75,0.0,US,1706462293
271,ouro preto do oeste,-10.7481,-62.2158,28.56,79,99,2.03,BR,1706462018
272,santo antonio,-6.3106,-35.4789,32.94,42,100,6.88,BR,1706462293
273,kharabali,47.4196,47.2568,-3.21,96,100,4.62,RU,1706462293
274,sao paulo de olivenca,-3.3783,-68.8725,25.84,88,98,1.67,BR,1706462294
275,tindouf,27.6711,-8.1474,23.25,15,0,2.57,DZ,1706462294
276,itamaraca,-7.7478,-34.8256,31.03,65,95,4.69,BR,1706462294
277,ushuaia,-54.8,-68.3,16.81,36,0,3.09,AR,1706462294
278,gilgit,35.9221,74.3087,5.91,77,100,0.61,PK,1706462294
279,matoury,4.8483,-52.3317,26.98,89,75,1.54,GF,1706462294
280,yermentau,51.6214,73.1069,-16.94,98,100,2.25,KZ,1706462294
281,minot air force base,48.4209,-101.3391,1.1,69,0,3.6,US,1706462295
282,wanning,18.8003,110.3967,19.69,89,100,3.46,CN,1706462295
283,kholmsk,47.0511,142.0569,-7.0,90,100,2.13,RU,1706462295
284,praia da vitoria,38.7333,-27.0667,15.42,67,20,3.71,PT,1706462295
285,prainha,-1.8,-53.48,33.89,43,89,2.81,BR,1706462295
286,singkil,-7.9855,111.4161,25.33,92,100,0.13,ID,1706462295
287,vila velha,-20.3297,-40.2925,27.97,92,40,5.14,BR,1706462295
288,pangody,65.85,74.4859,-13.63,96,100,4.17,RU,1706462296
289,sisimiut,66.9395,-53.6735,-20.13,96,100,2.94,GL,1706462296
290,paragominas,-2.9667,-47.4833,33.21,49,73,0.99,BR,1706462296
291,koppa,13.5304,75.3633,17.71,75,84,0.61,IN,1706462296
292,cooper's town,26.8667,-77.5167,23.69,85,0,8.91,BS,1706462296
293,petropavlovsk-kamchatsky,53.0452,158.6483,-7.67,94,20,2.0,RU,1706462296
294,tura,25.5198,90.2201,13.64,59,79,0.95,IN,1706462297
295,cambria,35.5641,-121.0808,18.19,66,97,3.35,US,1706462297
296,kurchatov,51.6601,35.6521,-0.77,98,92,2.67,RU,1706462297
297,laurence harbor,40.4568,-74.2465,5.72,81,100,4.12,US,1706462297
298,ciudad lazaro cardenas,17.9583,-102.2,29.13,51,29,0.66,MX,1706462297
299,la'ie,21.6477,-157.9253,26.98,91,24,0.45,US,1706462297
300,kirakira,-10.4544,161.9205,26.34,88,100,3.9,SB,1706462298
301,walvis bay,-22.9575,14.5053,20.61,70,100,7.68,NA,1706462298
302,nikolayevsk-on-amure,53.1406,140.73,-19.42,100,100,1.04,RU,1706462298
303,fale old settlement,-9.3852,-171.2468,29.06,73,79,2.42,TK,1706462298
304,devonport,-41.1667,146.35,15.29,94,4,3.27,AU,1706462298
305,oranjemund,-28.55,16.4333,20.48,78,100,3.03,NA,1706462298
306,grand falls-windsor,48.9332,-55.6649,-0.28,73,92,1.34,CA,1706462298
307,tazovsky,67.4667,78.7,-14.45,95,100,3.95,RU,1706462298
308,achikulak,44.5517,44.8378,-0.9,96,100,1.51,RU,1706462299
309,ad dabbah,18.05,30.95,20.34,23,95,4.93,SD,1706462299
310,kolonia town,6.964,158.206,27.0,69,75,2.57,FM,1706462299
311,vernon,50.2581,-119.2691,5.16,95,100,4.63,CA,1706462230
312,kenora,49.8167,-94.4337,-3.46,100,100,4.63,CA,1706462265
313,flin flon,54.7682,-101.865,-7.09,93,75,1.03,CA,1706462239
314,ad dilam,23.9915,47.1627,19.23,33,88,4.33,SA,1706462299
315,st. john's,47.5649,-52.7093,0.38,83,100,10.29,CA,1706462119
316,hafnarfjordur,64.0671,-21.9377,-3.07,100,75,3.6,IS,1706462300
317,ontario,34.0633,-117.6509,21.59,42,75,5.66,US,1706462014
318,nicoya,10.1483,-85.452,33.17,45,97,7.45,CR,1706462300
319,isangel,-19.55,169.2667,23.93,81,56,2.72,VU,1706462300
320,zapolyarnyy,69.4154,30.8136,-1.4,81,64,7.67,RU,1706462300
321,port alfred,-33.5906,26.891,23.73,85,83,1.73,ZA,1706462300
322,zaragoza,41.6561,-0.8773,16.12,100,75,2.57,ES,1706462300
323,rantepao,-2.9701,119.8978,20.22,96,100,1.0,ID,1706462301
324,clarksville,36.5298,-87.3595,5.16,90,100,8.75,US,1706462112
325,bonthe,7.5264,-12.505,30.61,58,50,5.56,SL,1706462301
326,mossel bay,-34.1831,22.146,22.96,78,100,1.28,ZA,1706462301
327,pervomayskoye,43.919,46.7102,0.1,94,100,3.29,RU,1706462301
328,mkushi,-13.6202,29.3939,19.93,88,6,2.66,ZM,1706462301
329,labrador city,52.9463,-66.9114,-15.05,66,100,7.2,CA,1706462302
330,acapulco de juarez,16.8634,-99.8901,30.9,48,40,1.54,MX,1706462302
331,ishigaki,24.3448,124.1572,18.07,68,100,6.17,JP,1706462302
332,taoudenni,22.6783,-3.9836,27.82,9,29,4.77,ML,1706462302
333,ketchikan,55.3422,-131.6461,10.99,81,100,5.66,US,1706462187
334,namsos,64.4662,11.4957,6.03,81,0,3.09,NO,1706462303
335,madimba,-10.4,40.3333,26.19,88,100,2.74,TZ,1706462303
336,dauphin,51.1494,-100.0502,1.08,75,0,7.2,CA,1706462288
337,portoferraio,42.8115,10.3146,13.94,40,0,3.6,IT,1706462303
338,rumonge,-3.9736,29.4386,23.62,84,95,1.96,BI,1706462303
339,gillette,44.2911,-105.5022,10.51,51,0,4.12,US,1706462021
340,saryozek,44.3583,77.9753,-9.57,83,16,1.45,KZ,1706462303
341,codrington,-38.2667,141.9667,13.99,93,1,2.44,AU,1706462304
342,meskiana,35.6306,7.6661,14.72,45,13,3.32,DZ,1706462304
343,crane,31.3974,-102.3501,12.73,36,1,2.96,US,1706462304
344,lata,40.1629,-8.3327,18.29,71,100,1.88,PT,1706462304
345,calwell,-35.4404,149.1071,16.81,88,100,2.57,AU,1706462304
346,state college,40.7934,-77.86,3.36,95,100,0.89,US,1706462304
347,al kharijah,25.4514,30.5464,15.26,38,69,3.3,EG,1706462305
348,princeville,45.7668,-61.2985,-0.75,88,100,5.66,CA,1706462305
349,viqueque,-8.8673,126.3658,26.14,89,100,1.62,TL,1706462305
350,sorong,-0.8833,131.25,26.75,83,77,1.98,ID,1706462305
351,lewistown,40.5992,-77.5714,4.67,96,100,0.0,US,1706462305
352,paysandu,-32.3214,-58.0756,30.34,34,0,3.9,UY,1706462066
353,klaksvik,62.2266,-6.589,5.51,91,100,12.43,FO,1706462305
354,zeya,53.75,127.2667,-19.73,87,100,1.42,RU,1706462306
